variant_id,answer_id,original_question,colloquial_variant,category,subcategory,review_status
v_20_48,20,ڇا آهي سراسري عمر جي دورن کي رجونورتي کان اڳ باقاعده ٿيڻ بند ڪيو وڃي؟,عورتن ۾ رجونورتي کان پهرين ايمس جي بي ترتيب ٿيڻ جي عام عمر ڪهڙي آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_20_49,20,ڇا آهي سراسري عمر جي دورن کي رجونورتي کان اڳ باقاعده ٿيڻ بند ڪيو وڃي؟,حيض جا ڏينهن بند ٿيڻ واري مرحلي کان اڳ اريگيولر ٿيڻ جي سراسري عمر ڇا آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_21_0,21,ڇا دورن جي وچ ۾ ڏسڻ هميشه هڪ ڳڻتي آهي؟,پيريڊز جي وچ ۾ رت جا ٽپا اچڻ ڇا هر دفعي پريشاني جي ڳالهه هوندي آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_21_1,21,ڇا دورن جي وچ ۾ ڏسڻ هميشه هڪ ڳڻتي آهي؟,ڇا ٻن پيريڊز جي وچ ۾ اسپاٽنگ ٿيڻ هميشه خطري جي نشاني آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_21_2,21,ڇا دورن جي وچ ۾ ڏسڻ هميشه هڪ ڳڻتي آهي؟,جيڪڏهن پيريڊز جي وچ ۾ ٽپڪا پون ته ڇا اها هميشه گهڻي ڳڻتي جي ڳالهه آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_21_3,21,ڇا دورن جي وچ ۾ ڏسڻ هميشه هڪ ڳڻتي آهي؟,ڇا مهيني جي ڏينهن جي وچ ۾ رت ڏسڻ سان هميشه پريشان ٿيڻ گھرجي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_21_4,21,ڇا دورن جي وچ ۾ ڏسڻ هميشه هڪ ڳڻتي آهي؟,ٻن پيريڊز جي وچ ۾ رت جو داغ لڳڻ ڇا هميشه پريشان ڪندڙ هوندو آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_22_5,22,ڇا ٿڃ پيارڻ سان متاثر ٿي سگھي ٿو جڏهن ٻار جي ڄمڻ کان پوء دور واپس اچي؟,ڇا ٻار ٿيڻ کان پوءِ پيريڊز شروع ٿيڻ سان ڇاتيءَ جو کير گھٽجي يا متاثر ٿي سگهي ٿو؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_22_6,22,ڇا ٿڃ پيارڻ سان متاثر ٿي سگھي ٿو جڏهن ٻار جي ڄمڻ کان پوء دور واپس اچي؟,جڏهن ٻار جي ڄمڻ کان پوءِ مھينو واپس اچي ٿو ته ڇا ٿڃ پيارڻ تي ڪو اثر پوي ٿو؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_22_7,22,ڇا ٿڃ پيارڻ سان متاثر ٿي سگھي ٿو جڏهن ٻار جي ڄمڻ کان پوء دور واپس اچي؟,ٻار جي پيدائش کان پوءِ پيريڊز موٽڻ سان ڇا کير پيارڻ واري عمل ۾ فرقت اچي ٿي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_22_8,22,ڇا ٿڃ پيارڻ سان متاثر ٿي سگھي ٿو جڏهن ٻار جي ڄمڻ کان پوء دور واپس اچي؟,ڇا ترسيل کان پوءِ پيريڊز اچڻ سان ٻار کي کير پيارڻ ۾ ڪا رڪاوٽ ٿئي ٿي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_22_9,22,ڇا ٿڃ پيارڻ سان متاثر ٿي سگھي ٿو جڏهن ٻار جي ڄمڻ کان پوء دور واپس اچي؟,جڏهن پهريون پيريڊ اچي ته ڇا ان سان ماءُ جي کير تي ڪو اثر ٿئي ٿو؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_23_10,23,ڇا عرصو عام طور تي ساڳئي وقت هر چڪر ۾ ٿين ٿا؟,ڇا هر مهيني پيريڊز بلڪل ساڳئي تاريخ يا وقت تي اچڻ ضروري آهن؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_23_11,23,ڇا عرصو عام طور تي ساڳئي وقت هر چڪر ۾ ٿين ٿا؟,ڇا حيض وارو چڪر هر دفعي هڪ ئي وقت تي شروع ٿيندو آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_23_12,23,ڇا عرصو عام طور تي ساڳئي وقت هر چڪر ۾ ٿين ٿا؟,ڇا پيريڊز اڪثر ڪري هر سائيڪل ۾ ساڳئي ئي ڏينهن تي ٿيندا آهن؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_23_13,23,ڇا عرصو عام طور تي ساڳئي وقت هر چڪر ۾ ٿين ٿا؟,ڇا مھينو هر چڪر ۾ اٽڪل ساڳئي ئي وقت تي ٿئي ٿو؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_23_14,23,ڇا عرصو عام طور تي ساڳئي وقت هر چڪر ۾ ٿين ٿا؟,ڇا پيريڊز جو وقت هر مهيني ساڳيو ئي رهندو آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_24_15,24,ڇا سمجهيو ويندو آهي 'مختصر' چڪر؟,ننڍو يا مختصر حيض وارو چڪر ڪنهن کي چئبو آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_24_16,24,ڇا سمجهيو ويندو آهي 'مختصر' چڪر؟,ڇا کي شارٽ يا ننڍو پيريڊ سائيڪل سمجهيو ويندو آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_24_17,24,ڇا سمجهيو ويندو آهي 'مختصر' چڪر؟,پيريڊز جو سائيڪل مختصر هجڻ مان ڇا مراد آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_24_18,24,ڇا سمجهيو ويندو آهي 'مختصر' چڪر؟,ڪيتري ڏينهن واري سائيڪل کي ننڍو چڪر چيو ويندو آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_24_19,24,ڇا سمجهيو ويندو آهي 'مختصر' چڪر؟,مختصر پيريڊ سائيڪل مان ڇا مطلب آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_25_20,25,ڇا سمجهيو ويندو آهي 'ڊگهي' چڪر؟,ڊگهو حيض وارو چڪر يا سائيڪل ڇا کي چئبو آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_25_21,25,ڇا سمجهيو ويندو آهي 'ڊگهي' چڪر؟,پيريڊز جو سائيڪل ڊگهو هجڻ مان ڇا مراد آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_25_22,25,ڇا سمجهيو ويندو آهي 'ڊگهي' چڪر؟,ڪيتري ڏينهن واري چڪر کي ڊگهو سائيڪل سمجهيو ويندو آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_25_23,25,ڇا سمجهيو ويندو آهي 'ڊگهي' چڪر؟,ڇا کي لانگ يا ڊگهو پيريڊ چڪر چيو ويندو آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_25_24,25,ڇا سمجهيو ويندو آهي 'ڊگهي' چڪر؟,ڊگهي پيريڊ سائيڪل مان ڇا مراد ورتي ويندي آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_26_25,26,ڇا پيدائش تي ڪنٽرول حيض واري چڪر کي تبديل ڪري سگهي ٿو؟,ڇا برٿ ڪنٽرول جون دوائون پيريڊز جي سائيڪل کي تبديل ڪري سگهن ٿيون؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_26_26,26,ڇا پيدائش تي ڪنٽرول حيض واري چڪر کي تبديل ڪري سگهي ٿو؟,ڇا مانع حمل علاج سان پيريڊز جو چڪر مٽجي سگهي ٿو؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_26_27,26,ڇا پيدائش تي ڪنٽرول حيض واري چڪر کي تبديل ڪري سگهي ٿو؟,ڇا ٽيبلٽس يا ٻيا برٿ ڪنٽرول طريقا حيض جي ڏينهن کي بدلي سگهن ٿا؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_26_28,26,ڇا پيدائش تي ڪنٽرول حيض واري چڪر کي تبديل ڪري سگهي ٿو؟,ڇا خانداني رٿابندي جون دوائون حيض واري چڪر تي اثر انداز ٿين ٿيون؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_26_29,26,ڇا پيدائش تي ڪنٽرول حيض واري چڪر کي تبديل ڪري سگهي ٿو؟,ڇا برٿ ڪنٽرول استعمال ڪرڻ سان پيريڊز جي چڪر ۾ تفاوت اچي سگهي ٿو؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_27_30,27,ڇا اهو عام آهي ته هڪ دوري کان اڳ وڌيڪ ٿڪل محسوس ڪيو وڃي؟,ڇا پيريڊز شروع ٿيڻ کان اڳ گهڻي ٿڪاوٽ محسوس ٿيڻ عام ڳالهه آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_27_31,27,ڇا اهو عام آهي ته هڪ دوري کان اڳ وڌيڪ ٿڪل محسوس ڪيو وڃي؟,ڇا مهينو اچڻ کان پهريان سست ۽ ٿڪل محسوس ٿيڻ نارمل آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_27_32,27,ڇا اهو عام آهي ته هڪ دوري کان اڳ وڌيڪ ٿڪل محسوس ڪيو وڃي؟,ڇا پيريڊز کان اڳ چڱي خاصي ٿڪ محسوس ٿيڻ عام آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_27_33,27,ڇا اهو عام آهي ته هڪ دوري کان اڳ وڌيڪ ٿڪل محسوس ڪيو وڃي؟,ڇا پيريڊز شروع ٿيڻ کان اڳ جسم جو ڀڄڻ ۽ ٿڪجڻ عادي ڳالهه آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_27_34,27,ڇا اهو عام آهي ته هڪ دوري کان اڳ وڌيڪ ٿڪل محسوس ڪيو وڃي؟,ڇا حيض اچڻ کان اڳ وڌيڪ ٿڪ سٽ محسوس ٿيڻ طبيعي آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_28_35,28,دور ۽ اسپاٽنگ جي وچ ۾ ڇا فرق آهي؟,پيريڊز ۽ اسپاٽنگ ۾ ڇا فرق آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_28_36,28,دور ۽ اسپاٽنگ جي وچ ۾ ڇا فرق آهي؟,پورو مهينو اچڻ ۽ رڳو رت جي داغ لڳڻ ۾ ڇا فرق هوندو آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_28_37,28,دور ۽ اسپاٽنگ جي وچ ۾ ڇا فرق آهي؟,اسپاٽنگ ۽ عام پيريڊن جي وچ ۾ ڪهڙو فرق آهي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_28_38,28,دور ۽ اسپاٽنگ جي وچ ۾ ڇا فرق آهي؟,ڇا فرق آهي جيڪڏهن پيريڊز هجن يا صرف اسپاٽنگ ٿئي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_28_39,28,دور ۽ اسپاٽنگ جي وچ ۾ ڇا فرق آهي؟,پيريڊز ۽ رت جي ٽپڪن کي هڪ ٻئي کان ڪيئن الڳ سمجهجي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_29_40,29,ڇا حيض واري چڪر جسم جي حرارت کي متاثر ڪري ٿو؟,ڇا حيض واري چڪر سان جسم جي حرارت ۾ تبديلي اچي ٿي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_29_41,29,ڇا حيض واري چڪر جسم جي حرارت کي متاثر ڪري ٿو؟,ڇا پيريڊز جي سائيڪل مان باڊي ٽيمپريچر تي اثر پوي ٿو؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_29_42,29,ڇا حيض واري چڪر جسم جي حرارت کي متاثر ڪري ٿو؟,ڇا مهيني جي سائيڪل دوران جسم جو گرمي پد بدلجي سگهي ٿو؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_29_43,29,ڇا حيض واري چڪر جسم جي حرارت کي متاثر ڪري ٿو؟,ڇا حيض جو چڪر جسماني گرمي پد کي متاثر ڪري ٿو؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_29_44,29,ڇا حيض واري چڪر جسم جي حرارت کي متاثر ڪري ٿو؟,ڇا پيريڊز جي مختلف ڏينهن ۾ جسم جو ٽيمپريچر مٿي هيٺ ٿئي ٿو؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_30_45,30,ڇا هڪ نئين دوا شروع ڪرڻ کان پوء دور تبديل ٿي سگهي ٿو؟,ڇا ڪا نئين دوا کائڻ کان پوءِ پيريڊز ۾ تبديلي اچي سگهي ٿي؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_30_46,30,ڇا هڪ نئين دوا شروع ڪرڻ کان پوء دور تبديل ٿي سگهي ٿو؟,ڇا نئين ميڊيسن شروع ڪرڻ سان حيض جو چڪر مٽجي سگهي ٿو؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_30_47,30,ڇا هڪ نئين دوا شروع ڪرڻ کان پوء دور تبديل ٿي سگهي ٿو؟,ڇا نئين دوا استعمال ڪرڻ کان پوءِ پيريڊز جون تاريخون مٽجي سگهن ٿيون؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_30_48,30,ڇا هڪ نئين دوا شروع ڪرڻ کان پوء دور تبديل ٿي سگهي ٿو؟,ڇا نيون دوائون وٺڻ سان پيريڊز تي ڪو اثر پوي ٿو؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
v_30_49,30,ڇا هڪ نئين دوا شروع ڪرڻ کان پوء دور تبديل ٿي سگهي ٿو؟,ڇا ڪنهن نئين ميڊيڪيشن سان پيريڊز بدلجي سگهن ٿا؟,حيض جي صحت ۽ مدت,سائيڪل جي بنياديات ۽ ڇا عام آهي,approved
