id,category,sub_category,question,answer,source
94,حمل ۽ ماءُ جي صحت,حمل جون تڪليفون ۽ نشانيون,"منهنجا هٿ ۽ منهن سُڄي ويا آهن۔ ڇا اهو صرف عام حمل واري سوڄ آهي؟","هٿن ۽ منهن جي سوڄ ڳِـٽن جي هلڪي سوڄ جهڙي ناهي ۽ اها بلڊ پريشر جي هڪ سنگين مسئلي جي نشاني ٿي سگهي ٿي۔ مهرباني ڪري هاڻي ئي صحت مرڪز يا اسپتال وڃو۔ پاڻ سان ڪنهن کي به وٺي وڃو۔",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
95,حمل ۽ ماءُ جي صحت,حمل جون تڪليفون ۽ نشانيون,"ڇا حمل ۾ گرمي محسوس ٿيڻ يا وڌيڪ پگهر اچڻ عام آهي؟","معمول کان وڌيڪ گرم محسوس ٿيڻ حمل جي هڪ عام تبديلي آهي۔ پاڻي پيئو ۽ ڇانو ۾ آرام ڪريو۔ پر بخار گرمي محسوس ٿيڻ کان مختلف آهي، ۽ حمل ۾ بخار جي چيڪ صحت مرڪز تي ٿيڻ گھرجي۔",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
96,حمل ۽ ماءُ جي صحت,حمل جون تڪليفون ۽ نشانيون,"حمل ۾ منهنجيون ڇاتيون ڇو سور ڪن ٿيون؟","ڇاتين جي نرمي ۽ ڀرپور ٿيڻ حمل جون عام تبديليون آهن جيئن جسم ٻار کي کير پيارڻ لاءِ تيار ٿئي ٿو۔ ٺيڪ ماپ جو سهارو ڏيندڙ ڪپڙو يا لباس مدد ڪري ٿو۔ ڪا به ڳنڍ، ڳاڙهاڻ يا سخت سور واري جاءِ صحت ڪارڪن کي ڏيکاريو۔",https://www.who.int/news-room/fact-sheets/detail/infant-and-young-child-feeding
97,حمل ۽ ماءُ جي صحت,حمل جون تڪليفون ۽ نشانيون,"ڇا حمل دوران مزاج ۾ تبديلي اچڻ عام آهي؟","ها، حمل ۾ مزاج جو مٿي هيٺ ٿيڻ عام آهي۔ ڪنهن اعتماد جوڳي سان ڳالهايو۔ جيڪڏهن اداسي يا سخت پريشاني رهجي وڃي ۽ روزمرهه جي زندگي سنڀالڻ کان روڪي ته صحت ڪارڪن کي ٻڌايو، ڇاڪاڻ ته مدد موجود آهي۔",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
98,حمل ۽ ماءُ جي صحت,حمل جون تڪليفون ۽ نشانيون,"ڇا آءٌ حمل ۾ پنهنجي سور لاءِ درد ختم ڪندڙ دوا وٺي سگهان ٿي؟","حمل ۾ صحت ڪارڪن کان پڇڻ کان سواءِ ڪا به دوا نه وٺو، جنهن ۾ دڪان جون گوريون به شامل آهن۔ ڪجهه ٻار لاءِ محفوظ ناهن۔ کين ٻڌايو ته ڇا سور ٿي رهيو آهي ۽ هو توهان کي صلاح ڏيندا۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
99,حمل ۽ ماءُ جي صحت,حمل جون تڪليفون ۽ نشانيون,"ڇا حمل ۾ گھريلو نسخا محفوظ آهن؟","ڪجهه نسخا بي ضرر آهن پر ٻيا ٻار لاءِ خطرناڪ ٿي سگهن ٿا، ۽ اهو ڄاڻڻ ڏکيو آهي ته ڪهڙا۔ ڪو به نسخو يا جڙي ٻوٽي واري دوا استعمال ڪرڻ کان اڳ صحت ڪارڪن کان پڇو۔ حمل ۾ ماهواري آڻڻ لاءِ ڪا به شيءِ ڪڏهن به استعمال نه ڪريو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
100,حمل ۽ ماءُ جي صحت,حمل جون تڪليفون ۽ نشانيون,"ڇا حمل ۾ پيشاب ڪندي سڙڻ عام آهي؟","نه، پيشاب ڪندي سڙڻ انفيڪشن ٿي سگهي ٿو ۽ ان جي چيڪ ٿيڻ گھرجي۔ حمل ۾ انفيڪشن جيڪڏهن ڇڏي ڏجن ته سنگين ٿي سگهن ٿا۔ اهو پاڻمرادو ختم ٿيڻ جو انتظار ڪرڻ بدران صحت مرڪز وڃو۔",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
101,حمل ۽ ماءُ جي صحت,حمل جون تڪليفون ۽ نشانيون,"ڇا حمل جي آخري مرحلي ۾ مٿي چڙهڻ وقت ساهه کڄڻ عام آهي؟","زور لڳائڻ سان هلڪو ساهه کڄڻ عام آهي جيئن ٻار وڌي ٿو ۽ مٿي طرف دٻاءُ وجهي ٿو۔ آرام ڪريو ۽ رفتار ڍري ڪريو۔ پر اوچتو يا سخت ساهه کڄڻ، آرام ڪرڻ دوران به، خطري جي نشاني آهي جنهن لاءِ فوري سنڀال جي ضرورت آهي۔",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
102,حمل ۽ ماءُ جي صحت,حمل جون تڪليفون ۽ نشانيون,"حمل ۾ رات جو مون کي پيشاب لاءِ بار بار ڇو اٿڻو پوي ٿو؟","وڌندڙ ٻار مثاني تي دٻاءُ وجهي ٿو، تنهنڪري بار بار پيشاب اچڻ عام آهي۔ ڏينهن جي شروعات ۾ پاڻي پيئو، ڪل مقدار گھٽائڻ بدران۔ ڪنهن به سڙڻ، بخار يا پُٺِ جي سور جي رپورٽ ڪريو، ڇاڪاڻ ته اهو انفيڪشن ٿي سگهي ٿو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
103,حمل ۽ ماءُ جي صحت,حمل جون تڪليفون ۽ نشانيون,"ڇا حمل ۾ چمڙي ۾ خارش ۽ ٽوٽنيون (Stretch Marks) عام آهن؟","چمڙي جي ڇڪجڻ سبب هلڪي خارش عام آهي ۽ ٽوٽنيون هڪ عام تبديلي آهن۔ چمڙي کي نم رکڻ ان کي آسان ڪري سگهي ٿو۔ سڄي جسم ۾ سخت خارش صحت ڪارڪن کي ٻڌائجي۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
104,حمل ۽ ماءُ جي صحت,حمل جون تڪليفون ۽ نشانيون,"دند صاف ڪرڻ وقت منهنجن ڏندن جي مسورن مان رت اچي ٿو۔ ڇا اها حمل واري تبديلي آهي؟","حمل ۾ مسوڙا وڌيڪ نرم ٿي سگهن ٿا۔ آهستي ڏند صاف ڪندا رهو ۽ وات ڌوئيندا رهو، خاص ڪري جيڪڏهن قَي اچي رهي هجي۔ جيڪڏهن رت گھڻو اچي ته پنهنجي معائني تي ان جو ذڪر ڪريو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
105,حمل ۽ ماءُ جي صحت,حمل جون تڪليفون ۽ نشانيون,"ڇا ڏينهن جي آخر ۾ منهنجن پيرن جو سُڄڻ عام آهي؟","آخري حمل ۾ پيرن ۽ ڳِـٽن جي هلڪي سوڄ جيڪا آرام سان گھٽجي وڃي عام آهي۔ ويهڻ وقت پير مٿي ڪريو۔ پر هٿن ۽ منهن جي سوڄ، يا اوچتي سوڄ کي فوري چيڪ جي ضرورت آهي۔",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
106,حمل ۽ ماءُ جي صحت,حمل جون تڪليفون ۽ نشانيون,"ڇا مون کي پنهنجي معائني تي ننڍا مسئلا ٻڌائجن، يا فقط وڏا؟","سڀ ڪجهه ٻڌايو، توڙي جو اهي ننڍيون شيون ئي هجن۔ ڪجهه سنگين مسئلا ننڍيون شڪايتون بڻجي شروع ٿين ٿا، ۽ صحت ڪارڪن ئي فيصلو ڪرڻ جي صحيح شخص آهي۔ توهان جيڪا به ڳالهه چوندا اها وقت ضايع ڪرڻ نه سمجهي ويندي۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
107,حمل ۽ ماءُ جي صحت,حمل جون تڪليفون ۽ نشانيون,"آءٌ عام تڪليف ۽ خطري جي نشاني ۾ فرق ڪيئن سمجهان؟","عام تڪليفون هلڪيون آهن، اچن ٿيون ۽ وڃن ٿيون، ۽ آرام سان گھٽجي وڃن ٿيون۔ خطري جون نشانيون آهن رت اچڻ، سخت مٿي جو سور، نظر ڌنڌلي ٿيڻ، پيٽ ۾ سخت سور، هٿن ۽ منهن جي سوڄ، بخار، ساهه کڄڻ، دورا، يا ٻار جي حرڪت گھٽجڻ۔ ڪا به خطري جي نشاني هجي ته ان جو مطلب هاڻي وڃو۔",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
108,حمل ۽ ماءُ جي صحت,حمل جون تڪليفون ۽ نشانيون,"ڇا سرگرم رهڻ حمل جي سورن ۾ مدد ڪري سگهي ٿو؟","صحت ڪارڪن حامله عورتن کي جسماني طور تي سرگرم رهڻ جي صلاح ڏين ٿا، جيئن اهو انهن کي مناسب لڳي۔ هلڪي باقاعده حرڪت ڪيترن ئي عام شڪايتن ۾ مدد ڪري سگهي ٿي۔ صحت ڪارڪن کان پڇو ته توهان لاءِ ڇا صحيح آهي۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
109,حمل ۽ ماءُ جي صحت,حمل جون تڪليفون ۽ نشانيون,"مون کي بلڪل به ڪا تڪليف ناهي۔ ڇا ڪا خراب ڳالهه آهي؟","نه، گھڻين عورتن جو حمل آسان هوندو آهي، ٿوريون شڪايتون هونديون اٿن، ۽ اهو سٺي نشاني آهي۔ ان جي باوجود پنهنجا معائنا جاري رکو۔ ٺيڪ محسوس ٿيڻ بلڊ پريشر ۽ خون جي چيڪ جو متبادل ناهي۔",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
110,حمل ۽ ماءُ جي صحت,حمل جون تڪليفون ۽ نشانيون,"حمل جي آخري مرحلي ۾ ٻيهر طبيعت خراب لڳڻ شروع ٿي وئي آهي۔ ڇا مون کي پريشان ٿيڻ گھرجي؟","شروعاتي مهينن کانپوءِ شروع ٿيندڙ متلي ۽ قَي صحت ڪارڪن کي ٻڌائجي، ڇاڪاڻ ته اهو بلڊ پريشر جي مسئلي سان گڏ ٿي سگهي ٿو۔ ان جو گھر ۾ علاج نه ڪريو۔ چيڪ ٿيڻ لاءِ وڃو، خاص ڪري جيڪڏهن توهان کي مٿي جو سور يا مٿين پيٽ ۾ سور به هجي۔",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
111,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"حمل دوران مون کي ڇا کائڻ گھرجي؟","اَنَّ، دالون، ڀاڄيون، ميوا، کير ۽ جيڪڏهن کائيندا آهيو ته گوشت، مڇي يا آنا شامل ڪري متوازن غذا کائو۔ صحت ڪارڪن هر حمل جي معائني ۾ سٺي غذا جي صلاح ڏين ٿا۔ ننڍا طعام گھڻي ڀيري کائڻ وڏن طعامن کان آسان آهي۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
112,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"ڇا مون کي حمل ۾ ٻن ماڻهن جيتري غذا کائڻ گھرجي؟","توهان کي ڪجهه وڌيڪ غذائيت جي ضرورت آهي، پر ٻيڻي غذا جي نه۔ سڀ کان اهم شيءِ آهي جيڪو توهان کائو ٿا ان جو معيار ۽ تنوع، مقدار نه۔ توهان جو صحت ڪارڪن چيڪ ڪندو ته ڇا توهان ۽ ٻار سٺي طرح وڌي رهيا آهيو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
113,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"حمل ۾ آئرن ۽ فوليڪ ايسڊ جون گوريون ڇو ڏنيون وينديون آهن؟","اهي روزانو ڏنيون وينديون آهن ته جيئن ماءُ ۾ خون جي کوٽ روڪجي، ۽ ڄمڻ کانپوءِ انفيڪشن، گھٽ وزن ۽ وقت کان اڳ ڄمڻ جو امڪان گھٽجي۔ اهي حمل دوران سنڀال جو هڪ معمولي حصو آهن۔ انهن کي صحت ڪارڪن جي ٻڌايل موجب کائو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
114,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"مون کي پنهنجيون آئرن ۽ فوليڪ ايسڊ جون گوريون ڪيتري عرصي تائين کائڻ گھرجن؟","انهن کي اوترو وقت کائو جيترو صحت ڪارڪن توهان کي ٻڌائي، عام طور تي سڄي حمل دوران۔ بهتر محسوس ٿيڻ تي بند نه ڪريو۔ جيڪڏهن يقين نه هجي ته پنهنجي معائني تي پڇو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
115,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"آئرن جون گوريون منهنجي پيٽ کي خراب ڪن ٿيون۔ ڇا مون کي انهن کي بند ڪري ڏيڻ گھرجي؟","پاڻ مرادو بند نه ڪريو۔ پنهنجي صحت ڪارڪن کي ٻڌايو، ڇاڪاڻ ته انهن کي کائڻ آسان بڻائڻ جا طريقا موجود آهن۔ بند ڪرڻ سان توهان ۽ ٻار لاءِ خون جي کوٽ ۽ ان جي خطرن جو امڪان وڌي ويندو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
116,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"ڪهڙيون شيون خون ٺاهڻ ۾ مدد ڪن ٿيون؟","سنهو گوشت، مڇي، دالون ۽ لوبيا، ڪاري سائي پن واريون ڀاڄيون، ۽ آئرن سان ڀرپور شيون سڀ مدد ڪن ٿيون۔ انهن سان گڏ ڪا وٽامن سي واري شيءِ کائڻ، جيئن ليمون، جسم کي وڌيڪ آئرن جذب ڪرڻ ۾ مدد ڪري ٿي۔ انهن کي ڪڏهن ڪڏهن نه پر باقاعدگي سان شامل ڪريو۔",https://www.who.int/news-room/fact-sheets/detail/anaemia
117,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"ڇا چانهه پيئڻ منهنجي آئرن تي اثر انداز ٿئي ٿو؟","کاڌي سان گڏ ورتل چانهه، ڪافي ۽ ڪوڪو توهان جي جسم ۾ آئرن جذب ٿيڻ گھٽائين ٿا۔ انهن مشروبن ۽ توهان جي آئرن سان ڀرپور طعام يا گوريون وٺڻ جي وچ ۾ ٿورو وقفو رکو۔ اها هڪ سادي تبديلي آهي جيڪا سچو فرق آڻيندي آهي۔",https://www.who.int/news-room/fact-sheets/detail/anaemia
118,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"خون جي کوٽ ڇا آهي ۽ حمل ۾ اها ڪيتري عام آهي؟","خون جي کوٽ جو مطلب آهي ته خون جسم جي چوڌاري لوڙهي آڪسيجن کڻي نٿو سگهي۔ اها سڄي دنيا ۾ حامله عورتن جي وڏي تعداد کي متاثر ڪري ٿي، لڳ ڀڳ هر ڏهن مان چار۔ اها عام آهي پر ان کي قبول ڪرڻ جوڳي ڳالهه ناهي، ڇاڪاڻ ته ان جو علاج ٿي سگهي ٿو۔",https://www.who.int/news-room/fact-sheets/detail/anaemia
119,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"خون جي کوٽ جون نشانيون ڪهڙيون آهن؟","ٿڪاوت، چرخي يا هلڪا پڻ محسوس ٿيڻ، ٿڌا هٿ پير، مٿي جو سور، ۽ ساهه کڄڻ۔ سخت حالتن ۾ اکين جي پپوٽن جي اندر ۽ چپن جو رنگ تمام پيلو نظر اچي ٿو۔ جيڪڏهن اهي توهان کي محسوس ٿين ته ٽيسٽ ڪرائڻ لاءِ چئو۔",https://www.who.int/news-room/fact-sheets/detail/anaemia
120,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"خون جي کوٽ منهنجي حمل کي ڇا نقصان ڏئي سگهي ٿي؟","اها ٻار جي وقت کان اڳ اچڻ، ننڍو ڄمڻ، ۽ ڄڻڻ وقت ماءُ لاءِ خطري جو امڪان وڌائي ٿي۔ اهو ئي سبب آهي جو ان جي چيڪ ۽ علاج ٿيندو آهي۔ آئرن جون گوريون کائڻ سڀ کان مفيد شين مان هڪ آهي جيڪو توهان ڪري سگهو ٿيون۔",https://www.who.int/news-room/fact-sheets/detail/anaemia
121,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"ڇا خون جي کوٽ غذا کان سواءِ ٻئي ڪنهن سبب ٿي سگهي ٿي؟","ها۔ ملیریا ۽ ڪِيڙا جهڙا انفيڪشن، گھڻو رت وڃائجڻ، ۽ خاندان ۾ هلندڙ خون جون حالتون سڀ ان جو سبب بڻجي سگهن ٿيون۔ اهو ئي سبب آهي جو صحت ڪارڪن اندازو لڳائڻ بدران ٽيسٽ ڪن ٿا۔ علاج سبب تي منحصر آهي۔",https://www.who.int/news-room/fact-sheets/detail/anaemia
122,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"مون کي حمل ۾ ڪيترو پاڻي پيئڻ گھرجي؟","ڏينهن ڀر باقاعدگي سان پاڻي پيئو، ۽ گرم موسم يا ٻاهر ڪم ڪندي وڌيڪ۔ پاڻي قبض ۾ به مدد ڪري ٿو، جيڪا حمل جي هڪ عام شڪايت آهي۔ صاف، محفوظ پيئڻ جوڳو پاڻي استعمال ڪريو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
123,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"ڇا حمل ۾ روزو رکڻ محفوظ آهي؟","حامله هوندي روزي رکڻ کان اڳ صحت ڪارڪن سان ڳالهايو، ڇاڪاڻ ته توهان جون ضرورتون وڌيڪ آهن ۽ توهان جي حالت اهم آهي۔ هو توهان جي صحت ۽ حمل جي حالت جي بنياد تي صلاح ڏئي سگهن ٿا۔ جيڪڏهن توهان کي خون جي کوٽ يا ڪا به تڪليف هجي ته اڪيلي فيصلو نه ڪريو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
124,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"ڇا مون کي حمل ۾ ڪنهن به قسم جي غذا کان پاسو ڪرڻ گھرجي؟","تماڪ، شراب ۽ ٻين نقصانڪار شين کان مڪمل طور تي پاسو ڪريو۔ اهڙي طعام کان محتاط رهو جيڪو صاف نه هجي يا صحيح طرح پڪل نه هجي۔ جنهن به شيءِ بابت پڪ نه هجي ان بابت صحت ڪارڪن کان پڇو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
125,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"ڇا آءٌ حامله هوندي پنهنجي ڳوٺاڻي عام غذا کائي سگهان ٿي؟","ها، عام گھر جو طعام سٺو آهي، جيستائين اهو متنوع ۽ صاف هجي۔ جتي ٿي سگهي دالون، سائي پن واريون ڀاڄيون ۽ ميوا شامل ڪريو۔ سٺي غذا لاءِ توهان کي خاص يا مهانگي غذا جي ضرورت ناهي۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
126,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"ڇا حمل ۾ ڀاڄيون ۽ ميوا اهم آهن؟","ها، اهي وٽامن ڏين ٿا جيڪي توهان جي جسم کي آئرن استعمال ڪرڻ ۾ مدد ڪن ٿا ۽ توهان کي صحتمند رکن ٿا۔ ڪاري سائي پن واريون ڀاڄيون پاڻ ۾ به آئرن شامل ڪن ٿيون۔ گھڻين طعامن ۾ ڪجهه شامل ڪرڻ جي ڪوشش ڪريو۔",https://www.who.int/news-room/fact-sheets/detail/anaemia
127,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"آءٌ گوشت نٿي کائان۔ ڇا مون کي پوءِ به لوڙهيندڙ آئرن ملي سگهي ٿو؟","ها۔ دالون، لوبيا، ڪاري سائي پن واريون ڀاڄيون ۽ آئرن سان ڀرپور شيون سڀ آئرن ڏين ٿيون۔ انهن کي وٽامن سي واري ڪا شيءِ سان کائو ته جيئن وڌيڪ جذب ٿئي۔ توهان جون آئرن ۽ فوليڪ ايسڊ جون گوريون به مدد ڪن ٿيون۔",https://www.who.int/news-room/fact-sheets/detail/anaemia
128,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"ڇا مون کي آئرن ۽ فوليڪ ايسڊ کان سواءِ ٻين وٽامنن جي ضرورت آهي؟","پاڻ مرادو ڪو به وڌيڪ کاڌو شروع نه ڪريو۔ آئرن ۽ فوليڪ ايسڊ اهي آهن جيڪي حمل ۾ معمول موجب ڏنا ويندا آهن۔ جيڪڏهن توهان کي لڳي ته توهان کي ڪجهه وڌيڪ جي ضرورت آهي ته پاڻ خريد ڪرڻ بدران صحت ڪارڪن کان پڇو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
129,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"ڇا سٺي غذا کائڻ منهنجي ٻار کي ننڍي ڄمڻ کان روڪي سگهي ٿو؟","سٺي غذا، آئرن ۽ فوليڪ ايسڊ، ۽ باقاعده معائنا گڏجي ننڍي يا وقت کان اڳ ٻار جو خطرو گھٽائين ٿا۔ ڪا به شيءِ خطري کي مڪمل طور تي ختم نٿي ڪري سگهي۔ پنهنجن سڀني معائنن ۾ وڃڻ ايترو ئي اهم آهي جيترو ڇا کائو ٿا۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
130,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"ڇا حمل ۾ وزن وڌڻ خراب ڳالهه آهي؟","ٻار جي وڌڻ سبب ڪجهه وزن وڌڻ عام ۽ ضروري آهي۔ اهو روڪڻ جوڳي شيءِ ناهي۔ توهان جو صحت ڪارڪن توهان کي ٻڌائيندو جيڪڏهن توهان جي واڌ انهن جي اميد کان ٻاهر آهي۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
131,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"مون کي ڀُڪَ ناهي لڳندي۔ مون کي ڇا ڪرڻ گھرجي؟","وڏا طعام سنڀالڻ جي ڪوشش ڪرڻ بدران ننڍا طعام گھڻي ڀيري کائو۔ اهي طعام چونڊيو جيڪي توهان لاءِ کائڻ آسان هجن۔ جيڪڏهن توهان سڄو ڏينهن ڪجهه به نه کائي يا پي سگهو ته صحت مرڪز وڃو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
132,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"ڇا منهنجي غذا جو اثر پوءِ ايندڙ منهنجي کير تي ٿئي ٿو؟","حمل ۾ سٺي غذا کائڻ توهان کي ڄمڻ ۽ پوءِ ٻار کي کير پيارڻ لاءِ طاقت ٺاهڻ ۾ مدد ڪري ٿو۔ ٿڃ پيارڻ ئي هر ماءُ لاءِ ٻار ڄمڻ جي پهرين ڪلاڪ کان صلاح ڏنل آهي۔ ڄمڻ کانپوءِ به سٺي غذا کائيندا رهو۔",https://www.who.int/news-room/fact-sheets/detail/infant-and-young-child-feeding
133,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"ڇا جيڪڏهن مون کي جاڙا ٻار آهن ته مون کي مختلف غذا کائڻ گھرجي؟","هڪ کان وڌيڪ ٻار توهان جي جسم تي وڌيڪ زور وجهن ٿا ۽ کين وڌيڪ ويجھي پيروي جي ضرورت آهي۔ سٺي غذا کائو ۽ ٻڌايل موجب گوريون کائو۔ پنهنجي غذا ۽ معائنن جي شيڊول بابت صحت ڪارڪن سان ڳالهايو۔",https://www.who.int/news-room/fact-sheets/detail/preterm-birth
134,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"ڇا آءٌ آئرن جون گوريون خالي پيٽ تي کائي سگهان ٿي؟","توهان جو صحت ڪارڪن جيڪو به ٻڌائي ان تي عمل ڪريو ته اهي ڪيئن کائجن۔ جيڪڏهن اهي توهان کي خراب لڳن ته پاڻ مرادو بدلائڻ يا بند ڪرڻ بدران واپس وڃي پڇو۔ انهن کي برداشت ڪرڻ ۾ آسان بڻائڻ جا طريقا موجود آهن۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
135,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"ڇا ٻار ڄمڻ کانپوءِ به منهنجي آئرن جي ضرورت جاري رهي ٿي؟","ڄمڻ وقت رت وڃائجڻ توهان جي خون کي وڌيڪ گھٽائي سگهي ٿو، تنهنڪري غذائيت پوءِ به اهم رهي ٿي۔ آئرن سان ڀرپور طعام کائيندا رهو ۽ پوسٽ نيٽل ملاقاتن ۾ ڏنل صلاح تي عمل ڪريو۔ جيڪڏهن توهان تمام گھڻي ٿڪل يا چرخي وارو محسوس ڪريو ته صحت ڪارڪن کي ٻڌايو۔",https://www.who.int/news-room/fact-sheets/detail/anaemia
136,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"ڇا حمل ۾ کير اهم آهي؟","کير ۽ کير جون شيون حمل جي متوازن غذا جو هڪ مفيد حصو آهن۔ اهي واحد شيءِ ناهن جيڪا اهم آهي۔ اَنَّ، دالن، ڀاڄين، ميون ۽ کير ۾ تنوع رکڻ جو مقصد رکو۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
137,حمل ۽ ماءُ جي صحت,حمل دوران غذا (آئرن، فوليڪ ايسڊ ۽ خوراڪ),"ڇا ڪجهه خاص طعام کائڻ سان اهو طئي ٿيندو ته منهنجو پُٽ ٿيندو يا ڌيءَ؟","نه۔ طعام ٻار جو جنس طئي نٿو ڪري۔ پنهنجي صحت ۽ ٻار جي واڌ لاءِ سٺي غذا کائو، اها ئي اها شيءِ آهي جنهن تي غذا واقعي اثر انداز ٿئي ٿي۔",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
