id,category,sub_category,question,answer,source
116,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",Which foods help build blood?,"Lean meat, fish, pulses and beans, dark green leafy vegetables and fortified cereals all help. Eating something with vitamin C, like citrus fruit, alongside them helps the body take in more iron. Include them regularly, not just occasionally.",https://www.who.int/news-room/fact-sheets/detail/anaemia
117,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",Does drinking tea affect my iron?,"Tea, coffee and cocoa taken with a meal reduce how much iron your body takes in. Leave a gap between these drinks and your iron-rich meals or tablets. This is a simple change that makes a real difference.",https://www.who.int/news-room/fact-sheets/detail/anaemia
118,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",What is anaemia and how common is it in pregnancy?,"Anaemia means the blood cannot carry enough oxygen around the body. It affects a large share of pregnant women worldwide, close to four in ten. It is common but it is not something to accept, because it can be treated.",https://www.who.int/news-room/fact-sheets/detail/anaemia
119,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",What are the signs of low blood?,"Tiredness, dizziness or light-headedness, cold hands and feet, headache, and shortness of breath. In severe cases the inside of the eyelids and lips look very pale. Ask to be tested if you have these.",https://www.who.int/news-room/fact-sheets/detail/anaemia
120,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",What can low blood do to my pregnancy?,"It raises the risk of the baby coming early, being born small, and of danger to the mother around delivery. This is why it is checked and treated. Taking your iron tablets is one of the most useful things you can do.",https://www.who.int/news-room/fact-sheets/detail/anaemia
121,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",Can low blood be caused by something other than food?,"Yes. Infections such as malaria and parasites, heavy blood loss, and inherited blood conditions can all cause it. This is why the health worker tests rather than assuming. Treatment depends on the cause.",https://www.who.int/news-room/fact-sheets/detail/anaemia
122,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",How much water should I drink in pregnancy?,"Drink water regularly through the day, and more in hot weather or when working outdoors. Water also helps with constipation, a common pregnancy complaint. Use clean, safe drinking water.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
123,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",Is it safe to fast during pregnancy?,"Talk to a health worker before fasting while pregnant, because your needs are higher and your situation matters. They can advise you based on your health and how the pregnancy is going. Do not decide alone if you have low blood or any complication.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
124,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",Should I avoid any foods in pregnancy?,"Avoid tobacco, alcohol and other harmful substances completely. Be careful with food that may be unclean or not properly cooked. Ask your health worker about anything you are unsure of.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
125,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",Can I keep eating my usual village food while pregnant?,"Yes, ordinary home food is good, as long as it is varied and clean. Add pulses, green leafy vegetables and fruit where you can. You do not need special or expensive food to eat well.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
126,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",Are vegetables and fruit important in pregnancy?,"Yes, they give vitamins that help your body use iron and keep you well. Dark green leafy vegetables also add iron themselves. Try to include some at most meals.",https://www.who.int/news-room/fact-sheets/detail/anaemia
127,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",I do not eat meat. Can I still get enough iron?,"Yes. Pulses, beans, dark green leafy vegetables and fortified cereals all provide iron. Eat them with a source of vitamin C to absorb more. Your iron and folic acid tablets also help.",https://www.who.int/news-room/fact-sheets/detail/anaemia
128,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",Do I need vitamins other than iron and folic acid?,"Do not start any supplement on your own. Iron and folic acid are the ones routinely given in pregnancy. If you think you need something more, ask your health worker rather than buying it yourself.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
129,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",Can eating well prevent my baby from being born small?,"Good nutrition, iron and folic acid, and regular check-ups together lower the risk of a small or early baby. Nothing removes the risk completely. Attending all your visits is as important as what you eat.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
130,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",Is it bad to gain weight in pregnancy?,Some weight gain is normal and necessary because the baby is growing. It is not something to try to prevent. Your health worker will tell you if your growth is outside what they expect.,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
131,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",I have no appetite. What should I do?,"Eat small amounts more often instead of trying to manage large meals. Choose foods that are easy for you to take. If you cannot eat or drink for a whole day, go to a health centre.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
132,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",Does what I eat matter for my milk later?,Eating well in pregnancy helps you build strength for delivery and for feeding your baby afterwards. Breastfeeding itself is recommended for all mothers from the first hour after birth. Keep eating well after delivery too.,https://www.who.int/news-room/fact-sheets/detail/infant-and-young-child-feeding
133,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",Should I eat differently if I am carrying twins?,Carrying more than one baby places more demand on your body and needs closer follow-up. Eat well and take your tablets as directed. Discuss your diet and your check-up schedule with your health worker.,https://www.who.int/news-room/fact-sheets/detail/preterm-birth
134,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",Can I take iron tablets on an empty stomach?,"Follow exactly what your health worker tells you about how to take them. If they upset you, go back and ask rather than changing it yourself or stopping. There are ways to make them easier to tolerate.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
135,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",Does my iron need continue after the baby is born?,"Blood loss at delivery can lower your blood further, so nutrition remains important afterwards. Keep eating iron-rich food and follow the advice given at your postnatal visits. Tell the health worker if you feel very tired or dizzy.",https://www.who.int/news-room/fact-sheets/detail/anaemia
136,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",Is milk important in pregnancy?,"Milk and milk products are a useful part of a varied diet in pregnancy. They are not the only thing that matters. Aim for variety across grains, pulses, vegetables, fruit and milk.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
137,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",Will eating certain foods decide if I have a boy or a girl?,"No. Food does not decide the sex of the baby. Eat well for your health and the baby's growth, which is what food genuinely affects.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
138,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",Should I eat less so the baby stays small and delivery is easier?,"No, this is not safe. Eating too little can make the baby grow poorly and leave you weak for delivery. A small baby from poor nutrition brings its own dangers. Eat well and let the health worker guide you.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
139,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",Do I need to take my tablets if I feel completely healthy?,"Yes. Low blood often develops without you feeling it at first. The tablets are given to prevent problems, not only to treat them. Keep taking them as directed.",https://www.who.int/news-room/fact-sheets/detail/anaemia
140,Pregnancy & Maternal Health,"Pregnancy nutrition (iron, folic acid, diet)",Where can I get iron and folic acid tablets?,"They are given as part of routine antenatal care at health centres, and a lady health worker may also supply them. Ask at your next check-up. Do not buy and take supplements on your own instead.",https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
141,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",Where is the safest place to give birth?,"The safest place is a health facility with a skilled birth attendant such as a trained midwife, nurse or doctor. They can act quickly if something goes wrong. Plan this in advance with your health worker.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
142,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",Why does it matter who helps me deliver?,"Most deaths around childbirth happen from problems that a skilled attendant can manage or send on quickly. In countries where nearly all births have a trained attendant, far fewer women die. It is one of the biggest differences you can make.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
143,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",What is a skilled birth attendant?,"A trained midwife, nurse or doctor who knows how to conduct a delivery safely and recognise danger. They can start treatment and arrange transfer if needed. A traditional helper without this training cannot do the same.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
144,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",How will I know labour has started?,"Regular tightening pains that get stronger and closer together, and sometimes water leaking or a show of mucus. Go to your planned facility when the pains become regular. Go sooner if there is bleeding or the water breaks.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
145,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",What should I do if my water breaks?,"Go to the health facility, even if the pains have not started. Note the time and the colour of the water. Do not wait at home, because there is a risk of infection.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
146,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",What should I take with me for the delivery?,"Take your antenatal card, clean cloths for you and the baby, and money for transport. Have someone go with you. Keep the bag ready in the last month.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
147,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",How do I plan transport for the delivery?,"Decide in advance how you will travel, who will take you, and what you will do at night. Keep the money set aside. Delay in reaching care is one of the main reasons women come to harm.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
148,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",What if labour starts at night or the roads are difficult?,"This is exactly why the plan is made in advance. Agree beforehand who will arrange transport at any hour and tell your family the plan. If you cannot reach a facility, send for a skilled attendant urgently.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
149,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",How long does labour usually last?,It varies a great deal from woman to woman and between first and later babies. There is no single normal length. Being at a facility means someone is watching your progress and can act if it is not going well.,https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
150,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",Can I have someone with me during labour?,Having someone you trust with you during labour is encouraged. Ask your facility what they allow. Choose someone calm who can support you.,https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
151,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",What is heavy bleeding after delivery?,Severe bleeding after childbirth is one of the leading causes of death for mothers. It can happen quickly and needs immediate treatment. This is a key reason to deliver where skilled help is present.,https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
152,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",What are the main dangers around childbirth?,"Severe bleeding after birth, infection after childbirth, high blood pressure problems, complications of delivery, and unsafe abortion. Together these cause about three quarters of maternal deaths. Skilled care at delivery addresses most of them.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
153,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",What is a caesarean and when is it needed?,"It is an operation to deliver the baby when a normal birth would be unsafe for the mother or baby. It is done for a medical reason, decided by the doctor. It is available at facilities equipped for surgery.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
154,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",How do I know if I will need an operation for the delivery?,Often it is not known in advance and is decided during labour. Sometimes check-ups show a reason to plan it. Delivering at an equipped facility means the option is there if it is needed.,https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
155,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",Is it safe to deliver at home with an experienced elder woman?,"Delivering with someone untrained carries real risk, because serious bleeding or other complications need skilled treatment and equipment. A facility with a skilled attendant is safer. If a home birth does happen, a health worker should see you and the baby within twenty-four hours.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
156,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",What should happen immediately after the baby is born?,"The baby should be kept with you, dried and kept warm, and breastfeeding should begin within the first hour. The cord should not be clamped too early. These simple steps protect the baby.",https://www.who.int/news-room/fact-sheets/detail/infant-and-young-child-feeding
157,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",Why should the cord not be cut immediately?,Waiting at least one minute before clamping the cord helps the baby build up iron stores and lowers the risk of low blood. It is a simple step with real benefit. Skilled attendants know to do this.,https://www.who.int/news-room/fact-sheets/detail/anaemia
158,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",How soon should I feed the baby after birth?,Breastfeeding should begin within one hour of birth. The first milk is valuable and protects the baby. Ask the staff to help you with positioning if it is difficult.,https://www.who.int/news-room/fact-sheets/detail/infant-and-young-child-feeding
159,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",How long should I stay at the facility after giving birth?,"Stay at least twenty-four hours after the birth, for both you and the baby. Most serious problems appear in these first hours. Do not leave early even if you feel fine.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
160,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",What if I deliver at home unexpectedly?,"Get a health worker to see you and the baby within twenty-four hours of the birth. Keep the baby warm, dry and feeding. Watch for heavy bleeding, fever or fits and go for help at once if they appear.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
161,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",What happens if the baby comes early?,"Preterm babies are smaller and need warmth, feeding support and sometimes help with breathing. Keeping the baby skin to skin with the mother and breastfeeding early are important. Deliver at a facility if you know the baby may come early.",https://www.who.int/news-room/fact-sheets/detail/preterm-birth
162,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",What is kangaroo mother care?,It means keeping the small or early baby held skin to skin against the mother's chest. It keeps the baby warm and supports feeding and growth. It is recommended starting immediately after birth for preterm babies.,https://www.who.int/news-room/fact-sheets/detail/preterm-birth
163,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",Can most problems with early babies be prevented?,"Three quarters of deaths related to preterm birth could be prevented with care that already exists and is not expensive. Warmth, early breastfeeding and skilled support matter most. This is why the place of delivery is so important.",https://www.who.int/news-room/fact-sheets/detail/preterm-birth
164,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",Should I go to the facility before labour starts?,"If your health worker has advised it because of a problem found at check-ups, yes. Otherwise go when labour begins or if any danger sign appears. Never delay once regular pains, bleeding or water leaking start.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
165,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",What if I have had a difficult delivery before?,Tell your health worker early in this pregnancy so they can plan. An earlier difficult delivery may mean you should deliver at a better equipped facility. Do not assume this time will be the same or different.,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience
166,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",Is it normal to be frightened about the delivery?,"Yes, many women feel afraid, and it helps to say so. Talk to your health worker about what will happen, and take someone you trust with you. Knowing the plan usually reduces the fear.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
167,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",Will I be able to have more children after a caesarean?,"Many women go on to have more children after a caesarean, but the plan for the next delivery must be made with a doctor. Tell every health worker about your earlier operation. Deliver at an equipped facility next time.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
168,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",How soon after birth should the baby be checked?,The baby should be checked before you leave the facility and again in the following days and weeks. Newborns are also screened for eye and hearing problems and given vaccination at birth. Keep the follow-up appointments.,https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
169,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",What are the first postnatal check-ups for me?,"You should be checked within the first day, then again at two to three days, at one to two weeks, and at six weeks. These visits catch bleeding, infection and other problems. Attend all of them.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
170,Pregnancy & Maternal Health,"Labour, delivery & where to give birth",Do most women and babies get care after birth?,"No, more than three in ten women and babies do not receive postnatal care in the first days. Yet this is exactly when most deaths happen. Make sure you and your baby are among those who do.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
171,Pregnancy & Maternal Health,Physical postpartum recovery,Why should I not leave the hospital straight after the birth?,"A stay of at least twenty-four hours is advised for both you and the baby, because most serious problems appear in these first hours. Leaving early means help is far away if something goes wrong. Wait until you are cleared to go.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
172,Pregnancy & Maternal Health,Physical postpartum recovery,How many check-ups do I need after giving birth?,"At least three more checks in the first six weeks, on top of the care around the birth itself. They are usually at two to three days, one to two weeks, and six weeks. Attend all of them even if you feel well.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
173,Pregnancy & Maternal Health,Physical postpartum recovery,When should the first check-up be if I gave birth at home?,Within twenty-four hours of the birth. Send for a health worker or go to a health centre. Do not wait for a problem to appear first.,https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
174,Pregnancy & Maternal Health,Physical postpartum recovery,Why is the time just after birth so important?,Most maternal and infant deaths happen in the first days after birth. Yet more than three in ten women and babies get no care in this period. This is the time when checking matters most.,https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
175,Pregnancy & Maternal Health,Physical postpartum recovery,How much bleeding is normal after delivery?,"Some bleeding after birth is expected and it lessens over the following days and weeks. Very heavy bleeding after delivery is a danger sign, not a normal part of recovery. If you are soaking cloths quickly or feel faint, go to a hospital now.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
176,Pregnancy & Maternal Health,Physical postpartum recovery,What are the danger signs for me after delivery?,"Heavy bleeding, fever, foul-smelling discharge, severe headache, blurred vision, fits, difficulty breathing, or severe pain. Any of these means go to a health centre or hospital immediately, with someone accompanying you. Do not wait until morning.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
177,Pregnancy & Maternal Health,Physical postpartum recovery,Is fever after childbirth serious?,"Yes. Infection after childbirth is one of the leading causes of death for mothers. Fever after delivery needs urgent medical care, not home treatment. Go to a health centre without delay.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
178,Pregnancy & Maternal Health,Physical postpartum recovery,What does foul-smelling discharge after birth mean?,"It can be a sign of infection after childbirth, which is dangerous and needs treatment. Go to a health centre now rather than waiting. Take someone with you.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
179,Pregnancy & Maternal Health,Physical postpartum recovery,Can blood pressure problems still happen after the baby is born?,"Yes, blood pressure problems can appear or continue after delivery. Severe headache, blurred vision or upper stomach pain after birth need urgent care. Attend your postnatal checks so your blood pressure is measured.",https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia
180,Pregnancy & Maternal Health,Physical postpartum recovery,How long does it take to recover after giving birth?,"The first six weeks are the main recovery period, which is why check-ups run through that time. Recovery is gradual and differs from woman to woman. Rest, eat well, and go to your check-ups.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
181,Pregnancy & Maternal Health,Physical postpartum recovery,How much rest do I need after delivery?,"Rest as much as your situation allows in the early weeks, and ask family to take on heavier work. Your body has been through a great deal. Getting help at home is not a weakness.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
182,Pregnancy & Maternal Health,Physical postpartum recovery,When can I start moving about and being active again?,"Gentle movement is encouraged as you recover, and health workers give guidance on physical activity after birth. Build up slowly rather than returning to heavy work at once. Ask at your postnatal check what is right for you.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
183,Pregnancy & Maternal Health,Physical postpartum recovery,When can I go back to heavy household or field work?,"Return gradually and avoid heavy lifting in the early weeks. If work brings on bleeding or pain, stop and be checked. Ask your health worker before returning to hard physical work.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
184,Pregnancy & Maternal Health,Physical postpartum recovery,What should I eat after giving birth?,"Keep eating a varied diet, and continue iron-rich foods, because blood is lost at delivery. Drink plenty of water, especially while breastfeeding. Follow any advice given at your postnatal visits.",https://www.who.int/news-room/fact-sheets/detail/anaemia
185,Pregnancy & Maternal Health,Physical postpartum recovery,Why do I feel so tired and weak after delivery?,"Some tiredness is expected after birth and while feeding a newborn. But severe tiredness with dizziness, breathlessness or pale skin can mean low blood. Ask to be checked at your postnatal visit.",https://www.who.int/news-room/fact-sheets/detail/anaemia
186,Pregnancy & Maternal Health,Physical postpartum recovery,Do I still need iron after the baby is born?,"Blood loss at delivery can leave you low, so iron-rich food remains important. Follow the advice given at your postnatal check-ups. Tell the health worker if you feel very weak or dizzy.",https://www.who.int/news-room/fact-sheets/detail/anaemia
187,Pregnancy & Maternal Health,Physical postpartum recovery,How should I keep clean after delivery?,"Keep yourself clean with clean water and clean cloths, and change them often. Wash your hands before feeding or handling the baby. Report any bad smell, fever or increasing pain at once.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
188,Pregnancy & Maternal Health,Physical postpartum recovery,When will my periods come back after childbirth?,"It varies a lot, and breastfeeding often delays them. Their return does not follow a fixed timetable. Remember you can become pregnant again before your periods return.",https://www.who.int/news-room/fact-sheets/detail/infant-and-young-child-feeding
189,Pregnancy & Maternal Health,Physical postpartum recovery,Can I become pregnant again before my periods return?,"Yes. Pregnancy can happen before the first period comes back, even while breastfeeding. If you want to space your children, ask about family planning at your postnatal visit. It is offered as part of postnatal care.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
190,Pregnancy & Maternal Health,Physical postpartum recovery,When should I talk about family planning after delivery?,"Access to family planning is part of postnatal care, so you can raise it at your check-ups in the first six weeks. Discuss it with your health worker and your husband. Spacing births is better for your health and the children's.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
191,Pregnancy & Maternal Health,Physical postpartum recovery,Why does birth spacing matter for my health?,Giving your body time to recover between pregnancies is better for you and for the next baby. Breastfeeding itself helps extend the gap between births. Ask a health worker about the options available to you.,https://www.who.int/news-room/fact-sheets/detail/infant-and-young-child-feeding
192,Pregnancy & Maternal Health,Physical postpartum recovery,Is it normal to feel low or tearful after having a baby?,"Many women feel low, tearful or anxious after birth, and it is common. Screening for this is part of postnatal care. If it is heavy, lasts, or stops you caring for yourself or the baby, tell a health worker, because treatment and support exist.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
193,Pregnancy & Maternal Health,Physical postpartum recovery,Who can I talk to if I feel very low after delivery?,"Tell your health worker at your postnatal check, or your lady health worker. They can assess you and refer you for help. You do not have to manage it alone and it is not a fault in you.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
194,Pregnancy & Maternal Health,Physical postpartum recovery,"What if I had a caesarean, is recovery different?","Recovery after an operation takes longer and the wound needs to be kept clean and watched. Report any redness, swelling, discharge or fever from the wound at once. Follow the specific instructions the hospital gave you.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
195,Pregnancy & Maternal Health,Physical postpartum recovery,Is stomach pain normal after giving birth?,"Some cramping as the womb returns to its size is expected in the early days. Severe pain is not, and neither is pain with fever or bad-smelling discharge. Go to a health centre if the pain is severe or worsening.",https://www.who.int/news-room/fact-sheets/detail/maternal-mortality
196,Pregnancy & Maternal Health,Physical postpartum recovery,When should the baby be checked after we go home?,"The baby is checked at the same postnatal contacts as you, at two to three days, one to two weeks and six weeks. Newborns are also screened for eye and hearing problems and vaccinated at birth. Keep all these appointments.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
197,Pregnancy & Maternal Health,Physical postpartum recovery,Should I keep the baby with me at the facility?,"Yes, mothers and babies should be kept together after birth. It supports warmth, bonding and breastfeeding. Ask the staff if anything makes this difficult.",https://www.who.int/news-room/fact-sheets/detail/preterm-birth
198,Pregnancy & Maternal Health,Physical postpartum recovery,Can a health worker visit me at home after delivery?,"Home visits after birth are recommended where they can be arranged. Ask your lady health worker whether this is available in your area. If not, go to the health centre for your checks.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
199,Pregnancy & Maternal Health,Physical postpartum recovery,I feel fine after delivery. Do I still need the check-ups?,Yes. Serious problems such as infection and bleeding can begin suddenly in women who felt well. The check-ups exist to find them early. Attend all of them.,https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
200,Pregnancy & Maternal Health,Physical postpartum recovery,What is the six week check for?,"It is the last of the routine postnatal checks and looks at your recovery, your mood, feeding, and family planning. It also checks the baby's growth and health. Do not skip it because time has passed.",https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth
201,Pregnancy & Maternal Health,Breastfeeding & newborn basics,When should I start breastfeeding after birth?,Within one hour of the baby being born. Early feeding protects the baby and helps your milk come in. Ask the staff to help you get started if it is difficult.,https://www.who.int/news-room/fact-sheets/detail/infant-and-young-child-feeding
202,Pregnancy & Maternal Health,Breastfeeding & newborn basics,Should I give my baby anything other than breast milk in the first months?,"No. For the first six months the baby should have only breast milk, with nothing else, not even water. Breast milk gives everything the baby needs in that time. Adding other things raises the risk of illness.",https://www.who.int/news-room/fact-sheets/detail/infant-and-young-child-feeding
203,Pregnancy & Maternal Health,Breastfeeding & newborn basics,Can I give my newborn water in hot weather?,"No, a baby under six months does not need water, even in hot weather. Breast milk provides all the fluid the baby needs. Giving water can make the baby ill.",https://www.who.int/news-room/fact-sheets/detail/infant-and-young-child-feeding
204,Pregnancy & Maternal Health,Breastfeeding & newborn basics,How long should I breastfeed my child?,"Breastfeed for up to two years of age or beyond, alongside other food after six months. Only breast milk for the first six months. Continuing to breastfeed keeps protecting the child.",https://www.who.int/news-room/fact-sheets/detail/infant-and-young-child-feeding
205,Pregnancy & Maternal Health,Breastfeeding & newborn basics,When should I start giving my baby other food?,"At around six months, when breast milk alone no longer meets the baby's needs for energy and nutrients. Keep breastfeeding as well. Start with soft, clean, varied food.",https://www.who.int/news-room/fact-sheets/detail/infant-and-young-child-feeding
206,Pregnancy & Maternal Health,Breastfeeding & newborn basics,How many times a day should a six month old baby eat?,"Between six and eight months, about two to three meals a day alongside breastfeeding. From nine to twenty-three months, about three to four meals a day plus one or two snacks if needed. Continue breastfeeding throughout.",https://www.who.int/news-room/fact-sheets/detail/infant-and-young-child-feeding
