id,category,sub_category,question,answer,source,id,category,sub_category,question,answer,source,id,category,sub_category,question,answer,source,id,category,sub_category,question,answer,source
499,ذهني صحت ۽ جذباتي ڀلائي,ذهني صحت بابت اسٽيگما ۽ ڳالهائڻ,ڇا اهو ذهني صحت جي جدوجهد کي 'صرف حاصل ڪرڻ' لاءِ ڪنهن کي چوڻ لاءِ بدنامي آهي؟,ها، اهڙي قسم جا رد ڪرڻ وارا تبصرا حقيقي جدوجهد کي گهٽائي ڇڏيندا آهن ۽ ذهني صحت جي مشڪلاتن جو مشورو ڏيندي بدنامي کي مضبوط ڪري سگهن ٿا صرف صحت جي جائز خدشات جي بجاءِ طاقت جو معاملو آهي.,APA - https://www.apa.org/topics/stress,499,ذهني صحت ۽ جذباتي ڀلائي,ذهني صحت بابت اسٽيگما ۽ ڳالهائڻ,ڇا اهو ذهني صحت جي جدوجهد کي 'صرف حاصل ڪرڻ' لاءِ ڪنهن کي چوڻ لاءِ بدنامي آهي؟,ها، اهڙي قسم جا رد ڪرڻ وارا تبصرا حقيقي جدوجهد کي گهٽائي ڇڏيندا آهن ۽ ذهني صحت جي مشڪلاتن جو مشورو ڏيندي بدنامي کي مضبوط ڪري سگهن ٿا صرف صحت جي جائز خدشات جي بجاءِ طاقت جو معاملو آهي.,APA - https://www.apa.org/topics/stress,499,ذهني صحت ۽ جذباتي ڀلائي,ذهني صحت بابت اسٽيگما ۽ ڳالهائڻ,ڇا اهو ذهني صحت جي جدوجهد کي 'صرف حاصل ڪرڻ' لاءِ ڪنهن کي چوڻ لاءِ بدنامي آهي؟,ها، اهڙي قسم جا رد ڪرڻ وارا تبصرا حقيقي جدوجهد کي گهٽائي ڇڏيندا آهن ۽ ذهني صحت جي مشڪلاتن جو مشورو ڏيندي بدنامي کي مضبوط ڪري سگهن ٿا صرف صحت جي جائز خدشات جي بجاءِ طاقت جو معاملو آهي.,APA - https://www.apa.org/topics/stress,499,ذهني صحت ۽ جذباتي ڀلائي,ذهني صحت بابت اسٽيگما ۽ ڳالهائڻ,ڇا اهو ذهني صحت جي جدوجهد کي 'صرف حاصل ڪرڻ' لاءِ ڪنهن کي چوڻ لاءِ بدنامي آهي؟,ها، اهڙي قسم جا رد ڪرڻ وارا تبصرا حقيقي جدوجهد کي گهٽائي ڇڏيندا آهن ۽ ذهني صحت جي مشڪلاتن جو مشورو ڏيندي بدنامي کي مضبوط ڪري سگهن ٿا صرف صحت جي جائز خدشات جي بجاءِ طاقت جو معاملو آهي.,APA - https://www.apa.org/topics/stress
500,ذهني صحت ۽ جذباتي ڀلائي,ذهني صحت بابت اسٽيگما ۽ ڳالهائڻ,ڇا دوستن جي وچ ۾ ذهني صحت جي باري ۾ گفتگو کي عام ڪرڻ سان مدد طلب ڪرڻ آسان بڻائي سگهجي ٿي؟,ها، جڏهن ذهني صحت تي کليل ۽ اتفاق سان دوستن جي وچ ۾ ڳالهه ٻولهه ڪئي ويندي آهي، اهو ماڻهن لاءِ آسان ٿي ويندو آهي ته هو پنهنجي جدوجهد کي سڃاڻڻ ۽ مدد لاءِ پهچن بغير اڪيلائي يا فيصلي جي.,NIMH - https://www.nimh.nih.gov/health/topics,500,ذهني صحت ۽ جذباتي ڀلائي,ذهني صحت بابت اسٽيگما ۽ ڳالهائڻ,ڇا دوستن جي وچ ۾ ذهني صحت جي باري ۾ گفتگو کي عام ڪرڻ سان مدد طلب ڪرڻ آسان بڻائي سگهجي ٿي؟,ها، جڏهن ذهني صحت تي کليل ۽ اتفاق سان دوستن جي وچ ۾ ڳالهه ٻولهه ڪئي ويندي آهي، اهو ماڻهن لاءِ آسان ٿي ويندو آهي ته هو پنهنجي جدوجهد کي سڃاڻڻ ۽ مدد لاءِ پهچن بغير اڪيلائي يا فيصلي جي.,NIMH - https://www.nimh.nih.gov/health/topics,500,ذهني صحت ۽ جذباتي ڀلائي,ذهني صحت بابت اسٽيگما ۽ ڳالهائڻ,ڇا دوستن جي وچ ۾ ذهني صحت جي باري ۾ گفتگو کي عام ڪرڻ سان مدد طلب ڪرڻ آسان بڻائي سگهجي ٿي؟,ها، جڏهن ذهني صحت تي کليل ۽ اتفاق سان دوستن جي وچ ۾ ڳالهه ٻولهه ڪئي ويندي آهي، اهو ماڻهن لاءِ آسان ٿي ويندو آهي ته هو پنهنجي جدوجهد کي سڃاڻڻ ۽ مدد لاءِ پهچن بغير اڪيلائي يا فيصلي جي.,NIMH - https://www.nimh.nih.gov/health/topics,500,ذهني صحت ۽ جذباتي ڀلائي,ذهني صحت بابت اسٽيگما ۽ ڳالهائڻ,ڇا دوستن جي وچ ۾ ذهني صحت جي باري ۾ گفتگو کي عام ڪرڻ سان مدد طلب ڪرڻ آسان بڻائي سگهجي ٿي؟,ها، جڏهن ذهني صحت تي کليل ۽ اتفاق سان دوستن جي وچ ۾ ڳالهه ٻولهه ڪئي ويندي آهي، اهو ماڻهن لاءِ آسان ٿي ويندو آهي ته هو پنهنجي جدوجهد کي سڃاڻڻ ۽ مدد لاءِ پهچن بغير اڪيلائي يا فيصلي جي.,NIMH - https://www.nimh.nih.gov/health/topics
1,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,عام طور تي حمل جي پهرين نشاني ڇا هوندي آهي؟,گھڻين عورتن لاءِ پهرين نشاني ماهواري جو نه اچڻ هوندي آهي۔ ٿڪاوت محسوس ٿيڻ، طبيعت خراب لڳڻ يا ڇاتين ۾ سور به شروعات ۾ ٿي سگهي ٿو۔ پڪ ڪرڻ جو واحد طريقو حمل جو ٽيسٽ ڪرائڻ يا صحت ڪارڪن وٽ وڃڻ آهي۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
2,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,منهنجي ماهواري دير سان اچي رهي آهي۔ ڇا آءٌ حامله ٿي سگهان ٿي؟,ماهواري جو دير سان اچڻ حمل جي نشاني ٿي سگهي ٿي، پر اهو ذهني دٻاءُ، بيماري، وزن ۾ تبديلي يا ٻين سببن ڪري به ٿي سگهي ٿو۔ جيڪڏهن حمل جو ڪو به امڪان آهي ته ٽيسٽ ڪرايو يا ليڊي هيلٿ ورڪر کان پڇو۔ چڪاس ڪرڻ ۾ گھڻي دير نه ڪريو۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
3,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,آءٌ ڪيئن معلوم ڪري سگهان ٿي ته آءٌ حامله آهيان؟,پيشاب جو هڪ سادو ٽيسٽ اهو ٻڌائي سگهي ٿو، ۽ اهو گھڻن صحت مرڪزن تي موجود هوندو آهي۔ صحت ڪارڪن به اهو توهان لاءِ تصديق ڪري سگهي ٿو۔ جيڪڏهن ٽيسٽ جو نتيجو واضح نه هجي ته صحت مرڪز وڃو۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
4,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,حمل عام طور تي ڪيتري عرصي تائين رهندو آهي؟,پورو حمل تقريباً چاليهه هفتا رهندو آهي، جنهن جو حساب پوئين ماهواري جي پهرين ڏينهن کان ڪيو ويندو آهي۔ ستٽيهن هفتن کان اڳ ڄمندڙ ٻارن کي وقت کان اڳ ڄاول (Preterm) چيو ويندو آهي، جن کي وڌيڪ سنڀال جي ضرورت هوندي آهي۔ توهان جو صحت ڪارڪن توهان کي ڄمڻ جي اندازي واري تاريخ ٻڌائي سگهي ٿو۔,https://www.who.int/news-room/fact-sheets/detail/preterm-birth,,,,,,,,,,,,,,,,,,
5,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,حمل جو پتو پوڻ بعد پهريون معائنو ڪڏهن ڪرائڻ گھرجي؟,جيترو جلدي ٿي سگهي، حمل جي پهرين ٻارهن هفتن اندر پهريون معائنو ڪرايو۔ شروعاتي معائنا مسئلن کي سنگين ٿيڻ کان اڳ ئي معلوم ڪرڻ ۾ مدد ڪن ٿا۔ طبيعت خراب محسوس ٿيڻ تائين انتظار نه ڪريو۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
6,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,سڄي حمل دوران مون کي ڪيترا معائنا ڪرائڻ گھرجن؟,حمل دوران گھٽ ۾ گھٽ اٺ معائنا ڪرائڻ جي صلاح ڏني ويندي آهي۔ اهي سڄي حمل ۾ ورهايل هوندا آهن، جيڪي ٻارهن هفتن کان اڳ شروع ٿين ٿا۔ سڀ معائنا ڪرائڻ سان ٻار وڃائجي وڃڻ جو خطرو گھٽ ٿئي ٿو۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
7,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,ڇا آءٌ ٿڃ پيارڻ دوران به حامله ٿي سگهان ٿي؟,ها، ٿڃ پيارڻ دوران به حامله ٿيڻ ممڪن آهي، توڙي جو توهان جي ماهواري اڃا واپس نه آئي هجي۔ ٿڃ پيارڻ ٻارن ۾ وقفو رکڻ ۾ مدد ڪري ٿو پر حمل کان بچاءَ جو پڪو طريقو ناهي۔ ٻارن ۾ وقفو رکڻ بابت صحت ڪارڪن کان پڇو۔,https://www.who.int/news-room/fact-sheets/detail/infant-and-young-child-feeding,,,,,,,,,,,,,,,,,,
8,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,مون کي صبح جو طبيعت خراب لڳي ٿي ۽ قَي اچي ٿي۔ ڇا اهو شروعاتي حمل ۾ عام آهي؟,شروعاتي حمل ۾ طبيعت خراب لڳڻ ۽ قَي اچڻ عام ڳالهه آهي ۽ عام طور تي حمل جيئن اڳتي وڌندو آهي تيئن اهو گھٽجي ويندو آهي۔ وڏا طعام کائڻ بدران ننڍا ننڍا طعام گھڻي ڀيري کائڻ جي ڪوشش ڪريو۔ جيڪڏهن توهان کان ڪو به طعام يا پاڻي هضم نه ٿئي ته صحت مرڪز وڃو۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
9,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,ڇا شروعاتي حمل ۾ تمام گھڻي ٿڪاوت محسوس ٿيڻ عام آهي؟,ها، گھڻيون عورتون شروعاتي مهينن ۾ تمام گھڻي ٿڪاوت محسوس ڪن ٿيون۔ جڏهن موقعو ملي آرام ڪريو ۽ سٺي غذا کائو۔ پر جيڪڏهن ٿڪاوت سان گڏ چرخي اچڻ، ساهه کڄڻ يا منهن تمام گھڻو پيلو نظر اچي ته صحت ڪارڪن کي ٻڌايو، ڇاڪاڻ ته اهو خون جي کوٽ ٿي سگهي ٿو۔,https://www.who.int/news-room/fact-sheets/detail/anaemia,,,,,,,,,,,,,,,,,,
10,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,ڇا شروعاتي حمل ۾ ڇاتين ۾ تبديلي اچڻ عام آهي؟,ها، شروعاتي حمل ۾ ڇاتيون اڪثر ڀريل يا سور ڏيندڙ محسوس ٿينديون آهن۔ اهو هڪ عام تبديلي آهي جيڪا وقت سان گڏ پاڻمرادو ٺيڪ ٿي ويندي آهي۔ جيڪڏهن ڪا ڳنڍ، ڳاڙهاڻ يا سخت سور واري جاءِ محسوس ٿئي ته صحت ڪارڪن کي ڏيکاريو۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
11,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,مون کي حامله ٿيڻ کانپوءِ بار بار پيشاب ڇو ٿئي ٿو؟,حمل ۾ بار بار پيشاب اچڻ عام ڳالهه آهي ۽ عام طور تي پريشان ٿيڻ جي ڳالهه ناهي۔ پر جيڪڏهن ان ۾ سور ٿئي، يا توهان کي بخار يا پُٺِ ۾ سور هجي ته صحت مرڪز وڃو، ڇاڪاڻ ته اهو انفيڪشن ٿي سگهي ٿو جنهن جي علاج جي ضرورت آهي۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
12,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,حمل جو پتو پوڻ سان ئي ڇا مون کي ڪا دوا شروع ڪرڻ گھرجي؟,ها، صحت ڪارڪن حامله عورتن کي آئرن ۽ فوليڪ ايسڊ جون گوريون ڏيندا آهن۔ اهي ماءُ ۾ خون جي کوٽ ۽ ٻار جي مسئلن کان بچاءَ ۾ مدد ڪن ٿيون۔ صرف اهو ئي کائو جيڪو صحت ڪارڪن توهان کي ڏئي، ان ئي مقدار ۾ جيڪا هو ٻڌائين۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
13,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,فوليڪ ايسڊ ڇا آهي ۽ اهو حمل ۾ ڇو ڏنو ويندو آهي؟,فوليڪ ايسڊ هڪ وٽامن آهي جيڪو حمل دوران آئرن سان گڏ ڏنو ويندو آهي۔ اهو ٻار جي صحيح واڌ ۾ مدد ڪري ٿو ۽ ماءُ ۾ خون جي کوٽ کان بچاءَ ۾ به مددگار آهي۔ توهان جو صحت ڪارڪن اهو توهان کي معائنن دوران ڏيندو۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
14,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,مون کي شروعاتي حمل ۾ ٿورو رت اچي رهيو آهي۔ مون کي ڇا ڪرڻ گھرجي؟,حمل دوران ڪنهن به قسم جو رت اچڻ اهڙي نشاني آهي جنهن کي نظرانداز نه ڪجي۔ مهرباني ڪري هاڻي ئي ويجھي صحت مرڪز يا اسپتال وڃو، ۽ پاڻ سان ڪنهن کي به وٺي وڃو۔ اهو بند ٿئي ٿو يا نه اهو ڏسڻ لاءِ انتظار نه ڪريو۔,https://www.who.int/news-room/fact-sheets/detail/maternal-mortality,,,,,,,,,,,,,,,,,,
15,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,مون کي ڪيئن خبر پوندي ته آءٌ ڪيترا هفتا حامله آهيان؟,هفتن جو حساب پوئين ماهواري جي پهرين ڏينهن کان ڪيو ويندو آهي۔ جيڪڏهن توهان کي اها تاريخ يقين سان ياد نه هجي ته اسڪين ذريعي اهو معلوم ٿي سگهي ٿو۔ توهان جو صحت ڪارڪن پهرين معائني تي توهان سان گڏ اهو حساب ڪتاب ڪندو۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
16,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,ڇا مون کي حمل دوران اسڪين ڪرائڻ جي ضرورت آهي؟,ها، چوويهه هفتن کان اڳ هڪ اسڪين ڪرائڻ جي صلاح ڏني ويندي آهي۔ اهو ٻڌائي ٿو ته توهان ڪيترا هفتا حامله آهيو، ڇا هڪ کان وڌيڪ ٻار آهن، ۽ ڇا ٻار جي واڌ سٺي ٿي رهي آهي۔ صحت ڪارڪن کان پڇو ته اهو ڪٿي ڪرائي سگهجي ٿو۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
17,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,ڇا مون کي پهريان کان کائيندڙ دوائن بابت صحت ڪارڪن کي ٻڌائڻ گھرجي؟,ها، هميشه صحت ڪارڪن کي هر اها دوا ٻڌايو جيڪا توهان وٺي رهيا آهيو، خواه اها دڪان مان هجي يا حڪيم کان۔ ڪجهه دوائون حمل ۾ محفوظ ناهن هونديون۔ حمل دوران پاڻ مرادو ڪا به دوا شروع يا بند نه ڪريو۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
18,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,ڇا هاڻي حامله ٿيڻ کانپوءِ مون کي تماڪ، نسوار يا پان کائڻ ڇڏڻ گھرجي؟,ها۔ صحت ڪارڪن عورتن کي حمل دوران تماڪ ۽ ٻين نقصانڪار شين کان پاسو ڪرڻ جي صلاح ڏين ٿا۔ اهو ڇڏڻ توهان جي ٻار کي بهتر وڌڻ ۾ مدد ڪري ٿو ۽ وقت کان اڳ ڄمڻ جو امڪان گھٽائي ٿو۔ جيڪڏهن ڇڏڻ ۾ مدد جي ضرورت هجي ته صحت ڪارڪن کان پڇو۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
19,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,ڇا حامله هوندي گھر جو ڪم ۽ روزاني ڪم جاري رکڻ محفوظ آهي؟,عام روزاني سرگرمي عام طور تي محفوظ آهي ۽ حمل ۾ ان جي همت افزائي به ڪئي ويندي آهي۔ تمام وزندار شيون کڻڻ کان پاسو ڪريو ۽ ٿڪاوت محسوس ٿيڻ تي آرام ڪريو۔ جيڪڏهن ڪا سرگرمي سور يا رت اچڻ جو سبب بڻجي ته روڪجي وڃو ۽ صحت ڪارڪن کي ڏسو۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
20,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,مون کي ٻار جي حرڪت محسوس ٿيڻ ڪڏهن شروع ٿيندي؟,گھڻيون عورتون حمل جي وچين مهينن ۾ حرڪت محسوس ڪرڻ شروع ڪن ٿيون۔ هڪ دفعو باقاعده حرڪت محسوس ٿيڻ لڳي ته ان تي روزانو ڌيان ڏيو۔ جيڪڏهن حرڪت گھڻو گھٽجي وڃي يا بند ٿي وڃي ته فوراً صحت مرڪز وڃو۔,https://www.who.int/news-room/fact-sheets/detail/maternal-mortality,,,,,,,,,,,,,,,,,,
21,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,صحت ڪارڪن هر معائني تي منهنجو بلڊ پريشر ڇو چيڪ ڪندو آهي؟,حمل ۾ بلند بلڊ پريشر ماءُ ۽ ٻار ٻنهي لاءِ خطرناڪ ٿي سگهي ٿو، ۽ اڪثر شروعات ۾ ان جي ڪا به نشاني نظر نه ايندي آهي۔ هر معائني تي ان کي چيڪ ڪرڻ سان اهو شروعات ۾ ئي پڪڙجي وڃي ٿو۔ اهو معائنن جي اهميت جو هڪ وڏو سبب آهي۔,https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia,,,,,,,,,,,,,,,,,,
22,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,خون جي کوٽ ڇا آهي ۽ حمل ۾ اها ڇو اهم آهي؟,خون جي کوٽ جو مطلب آهي ته خون ۾ جسم جي چوڌاري آڪسيجن کڻي وڃڻ جي طاقت گھٽ آهي۔ حمل ۾ اها وقت کان اڳ ڄمڻ، ننڍي ٻار ۽ ماءُ لاءِ خطري جو امڪان وڌائي ٿي۔ آئرن جون گوريون ۽ آئرن سان ڀرپور غذا ان کان بچاءَ ۾ مدد ڪن ٿيون۔,https://www.who.int/news-room/fact-sheets/detail/anaemia,,,,,,,,,,,,,,,,,,
23,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,ڇا آءٌ حامله ٿي سگهان ٿي جيتوڻيڪ ٽيسٽ ۾ نه اچي؟,تمام جلدي ورتل ٽيسٽ ڪڏهن ڪڏهن نه ڏيکاري سگهي ٿو توڙي جو توهان اصل ۾ حامله هجو۔ جيڪڏهن توهان جي ماهواري اڃا به نه اچي ته ڪجهه ڏينهن پوءِ ٻيهر ٽيسٽ ڪريو يا صحت مرڪز وڃو۔ صحت ڪارڪن ان جي صحيح تصديق ڪري سگهي ٿو۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
24,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,ڇا حمل جي پهرين خبر پوڻ تي پريشان يا اڻ يقيني محسوس ٿيڻ عام آهي؟,ها، گھڻيون عورتون خوشي ۽ پريشاني ٻنهي کي گڏ محسوس ڪن ٿيون، ۽ اهو عام آهي۔ ڪنهن اعتماد جوڳي ماڻهو سان ڳالهائڻ مددگار ثابت ٿئي ٿو۔ جيڪڏهن پريشاني تمام گھڻي هجي ۽ گھٽجي نه ٿي ته صحت ڪارڪن کي ٻڌايو، ڇاڪاڻ ته مدد موجود آهي۔,https://www.who.int/news/item/30-03-2022-who-urges-quality-care-for-women-and-newborns-in-critical-first-weeks-after-childbirth,,,,,,,,,,,,,,,,,,
25,حمل ۽ ماءُ جي صحت,حمل جي تصديق ۽ شروعاتي حمل,ڇا صحت ڪارڪن کي خبر هجڻ ضروري آهي ته مون کي پوئين حمل ۾ ڪا تڪليف ٿي هئي؟,ها، هميشه کين ڪنهن به اڳوڻي نقصان، وقت کان اڳ ڄمڻ، گھڻو رت اچڻ يا ڏکي ڄڻڻ بابت ٻڌايو۔ اهو کين هن دفعي توهان لاءِ وڌيڪ محفوظ سنڀال جي رٿابندي ۾ مدد ڪري ٿو۔ توهان جيڪا به ڳالهه ٻڌائيندا سا توهان تي دوش لڳائڻ لاءِ استعمال نه ٿيندي۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
26,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,حمل جا ٽي مرحلا ڪهڙا آهن؟,حمل کي تقريباً ٽن مهينن جي ٽن حصن ۾ ورهايو ويندو آهي۔ شروعاتي مهينا، وچيان مهينا، ۽ ڄمڻ کان اڳ وارا آخري مهينا۔ هر حصو مختلف تبديليون ۽ مختلف معائنا آڻيندو آهي۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
27,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,حمل جي پهرين ٽن مهينن ۾ مون کي ڇا جي اميد رکڻ گھرجي؟,شروعاتي مهينن ۾ توهان کي طبيعت خراب لڳي سگهي ٿي، تمام گھڻي ٿڪاوت ٿي سگهي ٿي، ۽ بار بار پيشاب ايندو رهي ٿو۔ ٻار تمام ننڍڙو آهي پر تيزيءَ سان وڌي رهيو آهي۔ هن وقت ۾ پنهنجا معائنا ۽ آئرن ۽ فوليڪ ايسڊ جون گوريون شروع ڪريو۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
28,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,حمل جي وچين مهينن ۾ مون کي ڇا جي اميد رکڻ گھرجي؟,گھڻيون عورتون وچين مهينن ۾ بهتر محسوس ڪن ٿيون ۽ طبيعت خراب لڳڻ گھٽجي وڃي ٿو۔ توهان جو پيٽ وڏو ٿئي ٿو ۽ توهان کي ٻار جي حرڪت محسوس ٿيڻ شروع ٿئي ٿي۔ اهو اهو ئي وقت آهي جڏهن عام طور تي اسڪين ڪرائجي ٿي۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
29,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,حمل جي آخري مهينن ۾ مون کي ڇا جي اميد رکڻ گھرجي؟,آخري مهينن ۾ ٻار تيزيءَ سان وڌي ٿو ۽ توهان کي ڳرو، ساهه کڄندڙ يا پُٺِ ۾ سور محسوس ٿي سگهي ٿو۔ معائنا وڌيڪ بار بار ٿيڻ لڳن ٿا۔ اهو محفوظ ڄڻڻ لاءِ تياري ڪرڻ جو وقت آهي، صحت جي هڪ سهولت تي۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
30,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,منهنجا معائنا ڪڏهن ٿيڻ گھرجن؟,پهريون معائنو ٻارهن هفتن کان اڳ ٿيڻ گھرجي، پوءِ تقريباً ويهن هفتن جي ڀرسان، ۽ پوءِ حمل جيئن اڳتي وڌي ٿو تيئن وڌيڪ بار بار، آخري معائنا توهان جي مقرر تاريخ جي ويجھو۔ ڪل ملائي گھٽ ۾ گھٽ اٺ ملاقاتون صلاح ڏنيون وينديون آهن۔ توهان جو صحت ڪارڪن توهان کي تاريخون ٻڌائيندو۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
31,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,آخر ۾ معائنا وڌيڪ بار بار ڇو ٿي وڃن ٿا؟,بلند بلڊ پريشر ۽ ٻار جي سست واڌ جهڙا مسئلا حمل جي پوئين حصي ۾ ظاهر ٿيڻ جو وڌيڪ امڪان هوندو آهي۔ وڌيڪ بار بار چڪاس اهي شروعات ۾ ئي معلوم ڪري ٿي۔ اهو اهو به رٿابندي ۾ مدد ڪري ٿو ته توهان ڪٿي ۽ ڪيئن ڄڻينديون۔,https://www.who.int/news-room/fact-sheets/detail/pre-eclampsia,,,,,,,,,,,,,,,,,,
32,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,ڇا آخري مهينن ۾ منهنجي پيٽ جو ڪڏهن ڪڏهن سخت ٿي وڃڻ عام آهي؟,ڪڏهن ڪڏهن سخت ٿيڻ عام آهي، جيئن جسم ڄڻڻ لاءِ تيار ٿي رهيو هوندو آهي۔ اهو عام طور تي لنگهي ويندو آهي ۽ سور واري ناهي هوندو۔ پر جيڪڏهن اهو سختي باقاعده، سور واري ٿي وڃي، يا ان سان گڏ رت اچي يا پاڻي وهي ته صحت مرڪز وڃو۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
33,حمل ۽ ماءُ جي صحت,ٽماهي وار حمل جي سنڀال,حمل ۾ منهنجو وزن ڪيترو وڌڻ گھرجي؟,ٻار جي واڌ ڪري ڪجهه وزن وڌڻ عام ۽ متوقع آهي۔ هر عورت لاءِ ڪو هڪ صحيح انگ ناهي۔ توهان جو صحت ڪارڪن هر ملاقات تي چيڪ ڪندو ته ڇا توهان ۽ ٻار سٺي طرح وڌي رهيا آهيو۔,https://www.who.int/news/item/07-11-2016-new-guidelines-on-antenatal-care-for-a-positive-pregnancy-experience,,,,,,,,,,,,,,,,,,
